Preamble	ID	age	Children	Ed_Years	Gender	Income	Age_if_Both	Age_if_Physically	Age_if_Mentally	Expected_Longevity	Health	Science_Interest	Religiosity	Life_Satisfaction	Self_Esteem	Optimism	Diseases
negative	73994226	39.5	1	2	Male	12500	Unlimited	Unlimited	150	65	-1	4	0	0	-1	-1	1
negative	73994290	39.5	0	2	Female	37500	Unlimited	85	85	84.5	1	2	3	1	1	1	1
negative	73994282	21	1	2	Female	37500	85	85	85	84.5	2	3	4	1	1	2	0
negative	73994258	39.5	2	4	Male	87500	120	120	150	109.5	0	1	4	2	2	2	0
negative	73994302	49.5	0	2	Male	62500	Unlimited	Unlimited	Unlimited	65	1	2	0	1	1	-1	0
negative	73994266	39.5	4	2	Female	12500	120	120	85	84.5	0	3	2	0	-1	1	1
negative	73994298	59.5	2	2	Female	37500	85	85	85	74.5	-1	3	2	-1	-1	-2	1
negative	73993914	29.5	4	2	Female	37500	120	85	85	65	0	3	0	1	2	1	3
negative	73994314	21	0	2	Male	150000	Unlimited	85	85	84.5	1	3	0	2	2	2	1
negative	73994242	29.5	1	4	Male	62500	120	85	120	94.5	2	4	4	1	2	2	0
negative	73994330	49.5	1	0	Female	12500	120	120	85	65	-1	3	0	-1	-2	-2	2
negative	73994322	39.5	1	2	Female	62500	120	85	85	84.5	0	2	4	1	-1	-1	0
negative	73994274	21	2	0	Female	37500	Unlimited	Unlimited	Unlimited	74.5	-1	2	2	1	-1	1	0
negative	73994346	29.5	1	2	Female	87500	Unlimited	Unlimited	Unlimited	180	-2	2	3	1	1	2	1
negative	73994326	21	0	0	Female	62500	120	85	85	65	-1	2	0	1	1	-1	1
negative	73994354	21	0	2	Male	37500	Unlimited	Unlimited	120	94.5	0	3	0	0	1	-1	0
negative	73994358	39.5	1	2	Female	37500	Unlimited	Unlimited	Unlimited	94.5	1	3	0	-1	-1	-1	0
negative	73994350	49.5	1	2	Female	12500	85	85	85	74.5	-1	0	3	0	-1	1	0
negative	73994378	29.5	0	2	Female	12500	Unlimited	Unlimited	Unlimited	65	0	4	0	-1	-2	-2	1
negative	73994334	59.5	0	0	Male	37500	85	85	85	94.5	1	3	3	1	1	2	2
negative	73994342	29.5	1	0	Female	12500	150	85	120	84.5	1	3	1	1	1	1	0
negative	73994366	39.5	0	2	Female	37500	85	85	85	65	-1	4	0	-2	-2	-2	1
negative	73994278	21	0	2	Female	37500	120	120	85	65	0	2	3	0	-2	1	1
negative	73994362	29.5	1	2	Male	37500	120	85	85	84.5	1	4	0	1	1	1	1
negative	73994374	29.5	1	2	Female	37500	Unlimited	150	150	84.5	0	2	3	1	1	1	1
negative	73994398	29.5	0	4	Female	37500	120	85	120	94.5	1	3	2	1	1	1	1
negative	73994386	29.5	0	0	Male	37500	120	120	85	65	-1	4	0	-1	-1	-1	0
negative	73994390	29.5	0	4	Female	62500	120	85	85	84.5	2	3	4	1	1	1	0
negative	73994430	29.5	1	0	Male	37500	120	85	85	94.5	2	3	3	1	2	2	0
negative	73994454	21	0	2	Female	12500	85	85	85	65	0	2	0	0	-1	1	0
negative	73994402	59.5	0	4	Male	62500	120	85	85	94.5	2	3	4	1	1	1	0
negative	73994450	39.5	0	2	Female	12500	Unlimited	Unlimited	Unlimited	65	-1	1	0	-2	-2	-2	1
negative	73994414	70	0	2	Male	37500	Unlimited	Unlimited	Unlimited	109.5	1	3	0	2	2	2	0
negative	73994446	49.5	0	6	Female	37500	150	120	120	94.5	0	4	2	0	-1	1	1
negative	73994406	49.5	5	2	Female	37500	120	85	120	84.5	2	4	4	2	2	2	1
negative	73994458	21	2	2	Female	12500	120	85	85	84.5	0	2	0	1	1	1	0
negative	73994470	39.5	2	8	Female	150000	Unlimited	Unlimited	Unlimited	65	2	4	4	2	2	2	0
negative	73994442	21	2	2	Female	37500	85	85	120	94.5	1	3	2	1	2	2	1
negative	73994434	29.5	2	2	Male	87500	120	120	85	74.5	1	4	0	0	-1	1	2
negative	73994438	49.5	0	0	Female	62500	85	85	85	74.5	0	1	0	1	-1	-1	0
negative	73994426	59.5	0	2	Female	12500	Unlimited	85	85	84.5	0	0	3	0	2	1	3
negative	73994474	21	0	2	Female	62500	Unlimited	85	85	74.5	0	4	2	1	1	1	1
negative	73994462	29.5	3	2	Male	37500	Unlimited	Unlimited	Unlimited	94.5	1	3	1	1	1	1	0
negative	73994466	39.5	3	2	Female	62500	120	85	85	84.5	1	4	3	1	2	2	0
negative	73994486	29.5	0	2	Female	37500	120	120	120	134.5	1	2	3	0	-1	1	0
negative	73994482	21	0	2	Male	12500	Unlimited	120	85	84.5	1	4	0	1	2	1	1
negative	73994518	59.5	0	2	Male	62500	120	85	85	84.5	0	3	4	1	2	1	2
negative	73994498	59.5	0	4	Female	62500	120	85	85	109.5	2	3	2	1	2	2	0
negative	73994522	21	0	4	Female	62500	85	85	85	65	1	4	4	2	1	1	0
negative	73994422	39.5	2	0	Female	37500	150	Unlimited	85	84.5	-1	3	4	1	-1	1	2
negative	73994418	39.5	1	6	Female	62500	85	85	85	65	1	2	4	0	1	1	1
negative	73994494	59.5	0	2	Male	12500	150	85	85	84.5	0	3	1	1	1	1	3
negative	73994510	39.5	2	2	Female	37500	Unlimited	150	85	84.5	2	1	4	2	2	2	1
negative	73994490	29.5	1	2	Female	37500	150	120	120	84.5	0	3	0	1	-1	1	1
negative	73994542	59.5	1	6	Female	37500	120	85	85	84.5	1	4	4	1	1	1	1
negative	73994534	29.5	5	2	Female	37500	Unlimited	85	120	94.5	0	3	4	0	1	1	1
negative	73994538	21	0	2	Female	12500	Unlimited	120	150	84.5	0	2	0	1	1	-1	1
negative	73994562	29.5	2	4	Male	62500	85	85	85	65	-1	4	3	1	1	2	0
negative	73994550	29.5	0	4	Female	12500	120	85	85	94.5	2	3	0	1	2	2	0
negative	73994530	39.5	3	4	Male	87500	Unlimited	85	85	65	0	3	0	0	1	-1	1
negative	73994558	59.5	1	8	Male	37500	120	85	85	84.5	2	4	2	1	1	2	1
negative	73994574	49.5	0	0	Female	37500	Unlimited	Unlimited	Unlimited	65	-1	1	1	0	-1	-1	1
negative	73994594	21	0	2	Female	12500	Unlimited	85	150	180	0	4	0	1	1	1	0
negative	73994582	49.5	0	6	Female	12500	85	85	120	74.5	-1	0	1	1	1	1	1
negative	73994598	21	0	2	Female	12500	Unlimited	85	85	74.5	1	3	3	1	-1	1	0
negative	73994586	49.5	0	2	Female	62500	150	120	120	74.5	-1	3	3	1	-1	1	2
negative	73994578	49.5	0	2	Female	12500	Unlimited	85	85	84.5	-1	3	4	1	1	2	1
negative	73994566	39.5	3	6	Female	12500	Unlimited	120	Unlimited	94.5	1	2	0	0	1	-1	1
negative	73994602	39.5	2	2	Male	37500	120	85	120	84.5	1	3	4	1	2	2	0
negative	73994626	29.5	2	2	Female	12500	Unlimited	120	120	94.5	1	2	1	0	-1	-2	2
negative	73994634	39.5	4	2	Female	62500	85	85	85	65	0	2	2	0	-1	-1	0
negative	73994610	70	0	2	Female	12500	Unlimited	85	85	84.5	0	1	3	0	-1	-2	0
negative	73994622	49.5	1	2	Male	37500	120	120	120	109.5	2	2	3	1	2	2	0
negative	73994650	29.5	2	4	Male	62500	Unlimited	120	120	74.5	1	3	0	0	-1	1	1
negative	73994618	49.5	0	0	Female	37500	120	85	85	74.5	-1	2	2	0	-1	1	0
negative	73992518	21	0	8	Male	62500	120	120	85	94.5	1	3	2	0	-1	1	0
negative	73994638	21	0	2	Female	12500	120	120	120	94.5	0	3	0	0	1	1	1
negative	73994630	29.5	0	0	Female	12500	85	120	150	84.5	1	1	2	1	1	1	0
negative	73994654	39.5	0	6	Female	62500	Unlimited	120	120	94.5	1	4	0	1	-1	1	0
negative	73994642	21	0	2	Male	12500	85	120	85	74.5	0	4	0	1	-1	-1	2
negative	73994658	39.5	0	2	Female	12500	Unlimited	Unlimited	Unlimited	109.5	-1	2	4	0	-2	1	0
negative	73994646	49.5	0	0	Male	62500	120	120	85	74.5	-1	4	2	1	-1	1	2
negative	73994670	29.5	0	6	Female	62500	120	85	85	84.5	1	3	3	1	1	1	0
negative	73994662	21	0	4	Female	37500	120	85	120	84.5	0	4	0	0	1	2	0
negative	73994590	21	0	2	Female	37500	Unlimited	Unlimited	Unlimited	94.5	1	3	4	1	-1	1	0
negative	73994702	21	0	2	Male	62500	85	85	85	65	1	2	2	0	-1	1	0
negative	73994686	39.5	1	2	Female	37500	85	85	85	74.5	0	2	4	1	-1	-1	0
negative	73994690	21	0	2	Male	87500	85	85	85	84.5	1	3	0	0	1	1	0
negative	73994678	59.5	0	0	Female	37500	85	85	85	74.5	1	1	4	1	1	2	0
negative	73994674	29.5	0	2	Female	62500	Unlimited	120	120	84.5	-1	3	2	0	-1	1	0
negative	73994714	21	0	4	Male	37500	Unlimited	150	150	109.5	0	3	3	1	2	2	0
negative	73994710	59.5	1	2	Female	12500	120	85	85	65	-1	1	4	0	2	-1	3
negative	73994694	21	0	2	Male	12500	120	85	85	74.5	0	2	0	0	1	1	1
negative	73994682	49.5	2	0	Female	37500	120	85	85	94.5	1	1	2	1	1	1	0
negative	73994726	29.5	5	0	Female	37500	Unlimited	150	120	65	0	1	2	-2	-2	-2	0
negative	73994722	39.5	2	4	Female	12500	120	120	120	84.5	0	1	4	1	1	1	0
negative	73994698	59.5	0	4	Female	12500	150	85	85	84.5	2	4	0	2	2	1	0
negative	73994730	29.5	0	4	Female	12500	120	85	85	84.5	2	3	0	1	-1	1	0
negative	73994666	29.5	1	2	Female	37500	Unlimited	85	85	84.5	0	3	2	1	-1	1	1
negative	73994706	49.5	1	2	Female	62500	Unlimited	120	120	94.5	0	2	0	1	1	2	0
negative	73994734	29.5	3	0	Female	12500	Unlimited	Unlimited	85	65	0	2	2	1	-1	1	2
negative	73994738	21	0	2	Male	12500	Unlimited	Unlimited	120	94.5	1	3	0	1	2	2	3
negative	73994742	21	0	0	Male	12500	Unlimited	Unlimited	Unlimited	74.5	-1	1	3	-1	-1	-1	1
negative	73994754	39.5	1	2	Female	12500	Unlimited	Unlimited	Unlimited	180	2	3	4	2	2	2	0
negative	73994758	21	0	4	Male	12500	120	120	85	84.5	0	3	3	0	1	1	1
negative	73994774	70	0	2	Female	62500	Unlimited	85	85	94.5	-1	1	2	0	2	2	1
negative	73994790	21	0	2	Female	150000	85	150	85	74.5	0	4	2	0	-1	1	0
negative	73994814	21	0	4	Male	12500	120	120	85	84.5	1	3	3	1	1	1	1
negative	73994766	49.5	1	2	Female	150000	120	85	85	94.5	2	2	4	1	2	2	0
negative	73994770	39.5	2	6	Female	750000	Unlimited	120	150	109.5	1	2	4	0	1	2	0
negative	73994782	29.5	0	2	Female	37500	85	85	85	74.5	1	3	0	1	-1	1	1
negative	73994810	21	0	0	Male	12500	120	85	85	84.5	0	3	3	1	1	1	0
negative	73994778	21	0	0	Male	12500	120	150	120	65	-1	3	3	-1	-1	-2	1
negative	73994806	29.5	2	4	Female	87500	Unlimited	85	85	84.5	2	3	3	1	-1	1	0
negative	73994818	21	0	4	Female	12500	Unlimited	Unlimited	120	180	2	4	0	0	1	2	0
negative	73994746	39.5	3	6	Female	12500	85	85	85	65	1	1	2	1	1	1	1
negative	73994798	49.5	0	4	Female	12500	85	85	85	84.5	1	3	1	1	-1	1	0
negative	73994786	21	1	2	Female	37500	Unlimited	150	150	84.5	0	3	1	0	1	1	2
negative	73994830	29.5	1	4	Female	12500	120	120	120	94.5	1	4	4	1	1	1	0
negative	73994834	21	0	4	Male	12500	120	120	120	84.5	0	2	1	1	-1	1	1
negative	73994794	59.5	0	0	Female	37500	120	120	120	134.5	1	1	4	0	1	1	0
negative	73994822	59.5	0	2	Male	12500	150	85	85	84.5	-1	3	1	1	1	1	3
negative	73994826	29.5	3	2	Female	12500	120	85	85	74.5	0	1	4	0	-1	1	0
negative	73994850	29.5	0	6	Female	87500	120	120	85	65	-1	2	0	0	-2	-1	2
negative	73994762	29.5	3	4	Female	62500	Unlimited	120	85	65	-2	4	4	0	-2	-2	3
negative	73994842	59.5	0	4	Female	12500	120	85	85	94.5	-1	2	4	1	-1	2	2
negative	73994846	59.5	0	2	Female	12500	150	120	120	109.5	0	2	3	-1	-1	-1	3
negative	73994890	21	0	2	Male	150000	Unlimited	Unlimited	85	84.5	2	3	0	1	1	1	0
negative	73994854	29.5	0	4	Female	12500	Unlimited	Unlimited	Unlimited	180	0	3	0	0	-1	1	2
negative	73994870	21	0	2	Male	37500	Unlimited	120	120	84.5	0	2	2	1	-1	1	5
negative	73994866	59.5	1	4	Male	37500	120	85	85	65	-1	4	0	0	1	1	0
negative	73994838	49.5	1	4	Female	62500	150	150	150	134.5	1	3	3	2	2	2	0
negative	73994902	29.5	1	4	Female	37500	120	85	85	94.5	1	3	4	1	-1	1	0
negative	73994882	39.5	3	0	Female	12500	Unlimited	Unlimited	Unlimited	65	-1	3	3	0	-1	-1	1
negative	73994922	21	0	2	Male	12500	120	120	85	84.5	0	3	3	0	1	1	0
negative	73994926	29.5	0	4	Male	62500	Unlimited	85	85	84.5	0	4	2	0	1	1	0
negative	73994878	49.5	2	4	Female	150000	Unlimited	Unlimited	Unlimited	94.5	2	4	4	1	2	1	3
negative	73994918	21	0	2	Female	12500	120	85	85	94.5	1	3	4	0	-1	-1	0
negative	73994894	39.5	1	2	Female	150000	Unlimited	85	85	84.5	-1	2	2	1	1	-1	1
negative	73994934	39.5	0	2	Male	62500	Unlimited	120	120	74.5	1	3	0	1	1	1	0
negative	73994914	29.5	5	0	Female	37500	120	85	85	74.5	2	3	4	2	2	2	0
negative	73994910	49.5	1	0	Male	12500	120	120	85	74.5	-1	3	4	0	-1	-1	2
negative	73994930	29.5	2	0	Female	37500	Unlimited	120	120	94.5	1	2	4	2	1	2	0
negative	73994874	49.5	0	2	Female	12500	Unlimited	85	85	94.5	1	1	1	0	-1	1	1
negative	73994942	21	0	2	Female	37500	120	85	85	74.5	1	3	3	2	-1	1	0
negative	73994938	39.5	0	2	Female	37500	Unlimited	120	85	84.5	0	3	1	1	1	1	1
negative	73994946	49.5	0	4	Female	87500	Unlimited	Unlimited	Unlimited	94.5	1	4	1	1	1	1	0
negative	73994998	21	0	4	Female	12500	150	85	85	84.5	0	1	0	0	-1	1	0
negative	73994970	49.5	0	2	Female	62500	120	120	85	94.5	-1	3	1	0	-1	-1	2
negative	73994966	21	1	2	Female	62500	Unlimited	120	120	84.5	1	4	4	1	1	2	0
negative	73994962	49.5	0	6	Male	87500	120	85	85	84.5	0	4	0	0	1	2	0
negative	73994954	39.5	1	2	Male	62500	120	85	85	65	1	3	0	1	1	1	0
negative	73994958	29.5	0	4	Female	37500	Unlimited	85	85	74.5	2	4	4	2	1	2	0
negative	73994950	29.5	0	2	Female	12500	Unlimited	85	120	94.5	0	2	0	1	-1	-1	0
negative	73994994	59.5	2	2	Female	37500	85	85	85	84.5	0	4	3	1	1	2	1
negative	73994978	29.5	0	6	Female	62500	85	85	85	65	-1	2	1	0	-1	-1	1
negative	73994982	49.5	0	2	Male	12500	120	85	120	84.5	2	4	4	2	2	2	0
negative	73995010	49.5	0	6	Male	37500	120	120	120	74.5	0	1	1	1	1	1	0
negative	73994986	39.5	1	4	Male	62500	120	120	85	84.5	0	3	2	0	-1	1	1
negative	73995014	49.5	1	2	Female	37500	120	120	120	94.5	1	3	3	1	-1	1	0
negative	73995018	21	0	4	Female	37500	120	85	85	84.5	2	3	1	0	1	-1	0
negative	73995026	49.5	2	2	Female	12500	Unlimited	Unlimited	Unlimited	180	1	2	3	0	-1	1	2
negative	73994990	70	0	2	Female	62500	Unlimited	85	85	74.5	1	2	4	0	-1	2	3
negative	73995002	70	0	2	Male	37500	120	120	85	74.5	-2	3	4	1	1	-1	4
negative	73994898	49.5	4	4	Female	37500	Unlimited	150	85	109.5	2	4	3	1	2	1	2
negative	73995022	39.5	0	0	Male	12500	Unlimited	85	120	84.5	1	3	2	0	1	2	1
negative	73995050	70	0	4	Female	87500	120	85	120	94.5	0	2	2	1	-1	1	1
negative	73995034	21	2	2	Male	62500	85	85	85	109.5	1	4	1	2	2	2	0
negative	73995062	70	0	2	Female	37500	150	85	85	84.5	1	1	4	2	1	1	0
negative	73995038	59.5	1	0	Male	37500	150	150	120	84.5	1	3	4	1	-1	-1	0
negative	73995058	21	1	0	Male	12500	Unlimited	Unlimited	85	65	0	3	0	2	-1	1	0
negative	73995054	21	0	0	Female	12500	Unlimited	120	120	84.5	0	3	0	0	-1	1	2
negative	73995086	39.5	0	2	Female	12500	150	120	120	74.5	1	3	3	0	-1	-1	0
negative	73995070	59.5	0	6	Male	87500	Unlimited	Unlimited	Unlimited	94.5	2	3	0	1	1	2	0
negative	73995082	59.5	3	6	Male	150000	150	150	150	74.5	1	4	3	2	2	2	0
negative	73995066	59.5	0	6	Female	12500	120	85	85	74.5	2	3	3	1	1	1	0
negative	73995074	59.5	2	0	Male	12500	85	85	85	74.5	-1	0	2	-2	1	-2	0
negative	73995078	29.5	0	0	Male	12500	85	85	120	65	0	1	0	1	1	1	0
negative	73995042	21	4	2	Female	37500	150	120	85	84.5	1	2	4	1	1	2	1
negative	73995102	49.5	2	8	Male	350000	Unlimited	Unlimited	Unlimited	180	2	4	4	2	2	2	9
negative	73995150	21	0	4	Male	62500	85	85	120	94.5	1	3	3	2	2	2	1
negative	73995090	39.5	2	2	Female	62500	Unlimited	85	Unlimited	74.5	2	4	4	1	2	2	0
negative	73995106	29.5	0	2	Male	62500	120	85	85	84.5	1	2	3	1	1	1	1
negative	73995118	21	0	2	Female	12500	85	85	85	84.5	1	3	3	1	1	-1	0
negative	73995122	21	0	2	Male	62500	150	85	150	65	1	2	4	1	1	2	1
negative	73995114	49.5	1	2	Female	62500	Unlimited	85	85	74.5	1	3	4	1	1	1	1
negative	73995094	29.5	0	0	Female	12500	Unlimited	Unlimited	85	180	-1	3	1	0	1	1	0
negative	73995134	21	0	4	Male	12500	150	120	150	84.5	1	4	0	1	1	2	0
negative	73995142	29.5	0	8	Male	37500	120	120	120	94.5	1	4	1	1	2	2	0
negative	73995146	59.5	0	2	Female	12500	85	85	85	84.5	0	3	4	0	1	-1	1
negative	73995110	39.5	2	0	Female	12500	120	85	85	84.5	-1	3	4	1	2	-1	2
negative	73995158	21	2	2	Male	62500	120	Unlimited	150	94.5	-1	4	3	0	-1	1	0
negative	73995138	21	0	2	Female	12500	Unlimited	150	120	84.5	2	3	2	1	2	1	0
negative	73995130	59.5	2	2	Male	87500	Unlimited	Unlimited	Unlimited	94.5	-1	3	3	2	-1	2	0
negative	73995098	39.5	2	0	Female	12500	120	85	85	65	-1	2	2	0	2	2	2
negative	73995154	59.5	1	4	Female	62500	120	85	85	84.5	0	3	3	1	1	1	2
negative	73995170	39.5	1	4	Female	150000	85	85	85	94.5	1	4	0	2	2	2	0
negative	73995182	21	0	2	Male	87500	150	150	150	84.5	2	4	4	0	2	2	1
negative	73995162	29.5	2	2	Male	37500	Unlimited	85	85	65	0	3	0	1	-1	1	1
negative	73995178	59.5	1	2	Female	37500	120	85	85	84.5	1	2	3	-1	-2	-2	0
negative	73995186	29.5	2	2	Female	62500	Unlimited	85	150	74.5	0	3	2	0	-1	-1	1
negative	73995166	49.5	0	2	Female	37500	Unlimited	Unlimited	Unlimited	84.5	0	1	3	0	-1	1	2
negative	73995194	21	2	2	Female	37500	120	120	85	84.5	-1	1	0	0	-1	1	0
negative	73995198	21	0	2	Female	37500	85	85	85	84.5	1	2	4	2	1	2	0
negative	73995190	70	0	0	Male	12500	Unlimited	85	85	109.5	1	4	0	0	1	2	1
negative	73995210	39.5	2	2	Female	12500	85	85	85	84.5	0	0	4	1	1	2	0
negative	73995206	21	0	4	Female	62500	120	85	85	84.5	2	3	1	2	1	2	0
negative	73995202	21	0	4	Female	37500	Unlimited	120	85	94.5	1	3	0	0	1	1	0
negative	73995214	49.5	0	0	Female	12500	Unlimited	120	Unlimited	84.5	0	3	4	1	1	1	0
negative	73995218	39.5	4	0	Female	12500	120	85	Unlimited	84.5	0	0	1	1	1	2	1
negative	73995226	21	0	2	Male	37500	85	85	120	65	-1	2	4	1	2	2	0
negative	73995046	39.5	2	2	Female	62500	85	85	85	65	-1	1	3	0	-1	1	3
positive	73988586	29.5	0	0	Female	12500	85	120	150	109.5	1	3	4	1	-2	-2	1
positive	73988458	49.5	1	2	Male	87500	120	120	85	94.5	2	2	1	2	1	2	0
positive	73988462	29.5	1	6	Male	150000	85	85	85	84.5	1	4	4	1	2	2	0
positive	73988478	49.5	1	2	Male	12500	120	85	150	84.5	1	3	3	2	-1	2	0
positive	73988470	70	0	4	Female	62500	Unlimited	85	120	180	2	3	3	2	2	2	0
positive	73988490	21	1	2	Female	62500	120	85	120	94.5	1	2	4	1	2	1	0
positive	73988514	29.5	0	2	Male	62500	120	120	85	94.5	1	4	3	1	1	2	2
positive	73988466	59.5	1	6	Male	12500	Unlimited	85	85	84.5	-2	2	0	0	1	-1	3
positive	73988494	39.5	1	6	Male	150000	150	150	120	84.5	1	4	0	1	-1	1	0
positive	73988486	29.5	0	4	Male	62500	Unlimited	85	120	84.5	0	4	2	0	1	1	0
positive	73988510	39.5	0	0	Female	12500	Unlimited	150	150	94.5	0	1	4	1	1	1	1
positive	73988502	29.5	0	6	Male	12500	Unlimited	Unlimited	Unlimited	84.5	0	4	3	-1	1	1	0
positive	73988498	49.5	1	8	Female	12500	120	120	85	84.5	0	3	2	1	1	1	0
positive	73988506	49.5	2	2	Female	62500	120	85	85	94.5	0	2	4	1	1	1	1
positive	73988526	49.5	0	2	Female	62500	85	85	85	84.5	-1	3	1	1	1	1	1
positive	73988482	29.5	3	2	Male	62500	Unlimited	120	150	94.5	0	4	4	1	1	1	0
positive	73988534	39.5	0	0	Female	150000	Unlimited	Unlimited	150	109.5	-1	3	4	-2	-2	-2	1
positive	73988522	21	0	2	Male	37500	85	85	85	74.5	1	4	0	0	1	1	0
positive	73988550	39.5	0	4	Male	150000	Unlimited	85	120	74.5	0	3	0	0	-1	-1	2
positive	73988530	59.5	2	4	Female	37500	85	85	85	65	-1	3	3	2	1	2	2
positive	73988542	29.5	5	8	Female	350000	150	120	85	94.5	0	4	4	1	-1	1	0
positive	73988538	39.5	0	6	Male	87500	85	85	85	94.5	0	3	3	1	1	1	0
positive	73988546	39.5	2	4	Male	150000	120	85	85	84.5	1	3	4	1	2	2	0
positive	73988558	29.5	0	2	Male	12500	150	85	85	180	1	4	4	2	2	-2	0
positive	73988566	21	0	2	Male	87500	Unlimited	Unlimited	Unlimited	65	0	2	2	1	1	1	0
positive	73988554	59.5	0	0	Female	37500	120	85	120	94.5	0	2	2	1	-1	1	2
positive	73988582	21	0	2	Male	12500	120	120	120	134.5	2	0	4	2	-1	1	0
positive	73988598	29.5	2	0	Female	37500	Unlimited	85	120	65	0	2	0	0	-1	-1	0
positive	73988578	21	1	0	Female	37500	Unlimited	85	120	109.5	0	2	3	1	1	1	0
positive	73988574	21	2	0	Female	12500	Unlimited	Unlimited	Unlimited	94.5	-1	3	0	0	-2	1	1
positive	73988606	29.5	0	2	Female	12500	120	85	85	74.5	-1	3	0	0	1	1	0
positive	73988594	29.5	5	8	Female	350000	Unlimited	Unlimited	Unlimited	94.5	0	4	3	0	1	2	2
positive	73988570	21	1	2	Female	87500	150	85	85	84.5	1	3	1	1	1	2	2
positive	73988610	29.5	0	0	Male	62500	Unlimited	85	85	74.5	0	2	0	1	1	1	0
positive	73988626	21	0	2	Male	62500	150	85	Unlimited	65	-1	4	1	0	2	1	2
positive	73988618	39.5	0	4	Female	37500	150	120	120	74.5	1	3	2	0	-1	-1	2
positive	73988614	39.5	0	4	Male	37500	120	85	85	84.5	0	2	1	0	-1	-1	0
positive	73988590	21	0	2	Male	12500	120	85	150	74.5	1	4	4	0	-1	2	0
positive	73988602	39.5	2	2	Female	12500	Unlimited	120	150	180	2	3	0	2	2	2	0
positive	73988642	49.5	0	2	Female	37500	Unlimited	85	Unlimited	180	-1	4	4	1	1	1	1
positive	73988474	29.5	0	4	Female	62500	120	85	120	94.5	1	2	0	0	-1	1	0
positive	73988622	39.5	1	4	Male	62500	120	120	85	84.5	0	3	2	0	-1	-1	1
positive	73988646	21	0	2	Female	12500	Unlimited	85	85	74.5	0	3	2	1	-1	1	0
positive	73988650	29.5	2	2	Female	62500	120	85	120	84.5	0	4	1	1	1	1	0
positive	73988562	59.5	1	0	Female	12500	120	120	120	74.5	1	1	3	1	2	2	1
positive	73988638	29.5	0	6	Male	87500	Unlimited	120	Unlimited	84.5	2	2	0	1	1	1	0
positive	73988674	39.5	1	4	Male	150000	150	150	120	84.5	1	4	0	1	-1	1	0
positive	73988630	21	0	2	Female	37500	150	85	150	74.5	0	3	0	0	-1	-1	2
positive	73988670	21	1	6	Female	12500	85	85	85	84.5	2	0	3	2	2	2	0
positive	73988634	39.5	2	4	Male	87500	150	85	120	84.5	1	3	2	1	2	1	0
positive	73988718	49.5	0	0	Female	37500	85	85	85	65	0	2	2	0	-2	-2	0
positive	73988726	59.5	0	0	Male	12500	85	85	85	84.5	1	2	4	-1	1	1	0
positive	73988654	39.5	2	2	Female	62500	150	120	85	74.5	1	2	2	2	1	1	1
positive	73988666	21	1	4	Female	62500	Unlimited	120	120	94.5	0	3	3	1	1	1	1
positive	73988662	29.5	3	2	Female	12500	Unlimited	85	85	65	-1	1	3	0	-2	-2	1
positive	73988714	49.5	0	4	Female	12500	85	85	85	65	2	4	4	2	2	2	1
positive	73988690	39.5	0	2	Female	12500	Unlimited	Unlimited	Unlimited	109.5	-1	2	4	0	-2	1	0
positive	73988682	21	2	0	Female	150000	85	150	85	84.5	-1	3	0	-1	-2	-2	1
positive	73988658	21	1	2	Female	37500	85	85	85	84.5	1	2	3	1	2	1	0
positive	73988730	29.5	1	4	Female	12500	Unlimited	85	85	84.5	2	4	4	2	1	2	0
positive	73988742	39.5	2	0	Male	12500	Unlimited	Unlimited	Unlimited	65	0	3	0	1	-1	1	1
positive	73988686	29.5	1	4	Female	37500	120	120	85	109.5	1	4	4	1	2	2	0
positive	73988746	39.5	2	0	Female	12500	Unlimited	Unlimited	Unlimited	74.5	0	2	0	1	-1	1	0
positive	73988738	39.5	3	2	Female	12500	Unlimited	85	85	65	-1	1	0	0	-1	-2	2
positive	73988774	49.5	0	2	Female	150000	Unlimited	120	120	109.5	2	1	1	2	1	2	0
positive	73988786	49.5	0	0	Female	12500	85	85	85	84.5	0	0	4	1	-1	-1	1
positive	73988698	39.5	3	0	Female	62500	Unlimited	Unlimited	85	74.5	1	4	1	1	1	2	0
positive	73988766	59.5	0	0	Female	62500	Unlimited	120	120	94.5	-1	3	3	1	-2	-2	2
positive	73988778	59.5	0	0	Female	37500	120	120	120	84.5	1	1	3	1	-1	1	1
positive	73988754	39.5	0	2	Female	37500	85	85	85	74.5	0	1	1	0	-1	-1	1
positive	73988790	59.5	0	2	Female	150000	Unlimited	Unlimited	Unlimited	180	2	3	3	0	1	2	0
positive	73988722	21	0	4	Female	12500	150	120	85	84.5	0	1	0	0	-1	1	0
positive	73988758	21	0	4	Male	37500	85	85	85	74.5	0	3	0	1	1	1	0
positive	73988822	49.5	1	4	Male	87500	85	120	120	84.5	0	2	3	0	1	2	0
positive	73988798	21	0	2	Female	12500	150	85	85	74.5	2	3	3	1	-1	1	1
positive	73988802	21	2	0	Female	150000	85	150	85	84.5	-1	2	0	-1	-2	-2	1
positive	73988830	29.5	1	4	Female	37500	120	120	85	109.5	1	4	4	2	2	2	0
positive	73988702	21	3	2	Female	12500	Unlimited	120	120	94.5	0	2	2	1	1	2	0
positive	73988826	59.5	1	0	Female	12500	Unlimited	85	Unlimited	84.5	0	2	0	-2	-2	-1	0
positive	73988806	59.5	0	4	Female	37500	Unlimited	85	85	65	-2	2	4	-1	1	-2	3
